property_type,price: ,sleeping_rooms,area
house,815963,5,202m2
house,597027,4,215m2
house,5129,2,178m2
appartment,594346,4,165m2
appartment,121336,5,163m2
appartment,877236,5,138m2
house,249928,3,161m2
house,792227,2,149m2
appartment,128055,3,154m2
appartment,943745,3,172m2
appartment,819046,3,157m2
appartment,463434,5,205m2
house,782259,2,193m2
house,703817,3,175m2
house,657105,3,188m2
house,766809,3,229m2
house,429718,5,176m2
house,74546,2,202m2
house,640878,2,142m2
appartment,257919,2,140m2
appartment,229460,4,208m2
appartment,153716,5,222m2
appartment,112960,3,205m2
appartment,927686,2,186m2
appartment,777760,2,183m2
house,824782,5,220m2
appartment,559617,2,239m2
house,496310,2,240m2
appartment,318319,2,167m2
appartment,295392,5,159m2
appartment,82177,5,207m2
house,272848,3,216m2
appartment,833234,5,181m2
appartment,560145,4,201m2
house,677602,4,191m2
house,898728,3,147m2
appartment,182899,5,177m2
appartment,976079,2,234m2
appartment,732584,4,230m2
appartment,398021,5,162m2
house,281105,2,205m2
house,677595,4,232m2
appartment,680426,5,206m2
appartment,771908,2,193m2
appartment,375232,4,192m2
appartment,311174,5,192m2
house,403686,5,156m2
appartment,580399,2,245m2
appartment,97613,2,242m2
appartment,877383,2,180m2
house,620949,4,233m2
appartment,426980,2,186m2
house,986757,3,163m2
appartment,823546,4,208m2
appartment,349484,4,152m2
house,971686,4,244m2
appartment,632237,5,223m2
appartment,723243,5,160m2
appartment,932330,5,167m2
appartment,385456,2,176m2
house,579498,5,221m2
appartment,360912,5,193m2
appartment,95846,4,190m2
appartment,856127,4,157m2
house,103074,4,205m2
house,84590,5,203m2
appartment,347141,2,239m2
appartment,232036,5,160m2
house,310974,2,204m2
house,744120,5,183m2
appartment,223318,5,210m2
house,76982,4,189m2
appartment,794848,3,142m2
house,286402,5,179m2
house,950571,4,221m2
house,828062,2,210m2
house,644101,3,225m2
appartment,982521,5,250m2
house,530187,3,228m2
appartment,586183,5,210m2
house,353771,3,242m2
house,469045,3,147m2
appartment,804407,4,177m2
house,31966,2,135m2
appartment,547179,3,218m2
house,37053,2,203m2
appartment,272177,5,204m2
house,341461,2,221m2
house,807287,4,136m2
appartment,90003,5,231m2
appartment,844855,4,203m2
house,494623,2,132m2
house,509740,4,158m2
house,830681,3,201m2
appartment,142517,5,247m2
house,364790,2,223m2
appartment,614247,2,199m2
appartment,763693,5,193m2
appartment,851874,2,144m2
appartment,801427,4,139m2
house,834011,3,238m2
house,829203,2,183m2
appartment,42943,2,215m2
house,443768,2,167m2
house,927267,4,144m2
appartment,55444,3,142m2
appartment,478441,4,202m2
appartment,667797,2,235m2
house,572381,2,246m2
appartment,72963,5,159m2
house,837929,3,206m2
appartment,288916,4,141m2
appartment,938052,5,170m2
house,635793,3,207m2
house,794909,5,249m2
appartment,614955,4,245m2
appartment,87961,4,172m2
house,492181,4,193m2
appartment,588041,2,249m2
house,165950,5,150m2
house,872466,2,202m2
house,654725,4,211m2
appartment,448769,5,216m2
appartment,426152,5,140m2
appartment,28248,3,212m2
house,327726,5,205m2
house,373895,4,131m2
appartment,810630,4,134m2
appartment,39133,3,173m2
appartment,125821,2,138m2
appartment,953900,4,159m2
appartment,566894,2,175m2
appartment,132689,2,225m2
appartment,186540,4,228m2
house,500664,2,250m2
appartment,322662,2,154m2
appartment,680758,3,245m2
appartment,295070,3,133m2
appartment,143311,4,141m2
appartment,749688,5,226m2
house,35852,4,220m2
appartment,834027,5,242m2
appartment,333642,3,190m2
appartment,688527,5,249m2
appartment,759883,2,220m2
house,613437,5,162m2
appartment,676594,3,188m2
appartment,628440,3,248m2
appartment,709427,3,151m2
house,247857,4,164m2
house,70697,4,228m2
house,946897,3,205m2
appartment,716990,3,130m2
appartment,651726,2,156m2
appartment,999532,5,219m2
appartment,423329,5,155m2
appartment,559786,3,149m2
appartment,868567,4,137m2
house,496952,2,220m2
appartment,528048,4,193m2
house,427952,2,246m2
house,775187,3,186m2
appartment,596828,3,202m2
appartment,257503,5,229m2
house,532110,3,218m2
house,725109,4,209m2
house,740832,4,173m2
appartment,63097,5,227m2
appartment,883552,4,144m2
appartment,720306,3,194m2
appartment,328506,2,241m2
appartment,222363,4,187m2
house,873527,4,138m2
appartment,994348,2,171m2
appartment,858650,5,197m2
appartment,624269,4,131m2
appartment,83905,3,243m2
appartment,138003,2,190m2
house,159359,4,184m2
appartment,731391,5,168m2
appartment,971980,2,249m2
house,581092,3,194m2
appartment,811685,5,226m2
appartment,812654,2,185m2
appartment,396253,2,229m2
appartment,822945,4,245m2
appartment,436365,4,180m2
appartment,963182,3,231m2
appartment,789422,4,226m2
appartment,405406,3,208m2
appartment,216666,2,242m2
appartment,302760,3,163m2
appartment,664798,3,208m2
house,658804,4,152m2
appartment,870459,2,217m2
house,464809,3,135m2
appartment,226624,3,140m2
house,669558,3,195m2
appartment,683164,2,238m2
appartment,260892,3,146m2
appartment,650517,3,175m2
appartment,671047,3,164m2
appartment,713080,3,168m2
appartment,384356,5,203m2
appartment,771240,5,213m2
house,4447,4,159m2
house,475194,5,206m2
appartment,153568,5,246m2
appartment,737512,2,221m2
house,919182,4,237m2
appartment,236956,3,132m2
appartment,844206,2,182m2
appartment,929779,2,242m2
house,577129,3,158m2
house,963653,2,222m2
appartment,706480,3,242m2
appartment,23518,4,222m2
house,417465,4,230m2
appartment,876856,3,136m2
appartment,201342,3,248m2
appartment,357939,2,135m2
appartment,577937,3,137m2
appartment,295732,4,153m2
appartment,4052,4,202m2
appartment,504292,5,232m2
house,941279,3,147m2
appartment,813566,5,210m2
house,69374,5,234m2
appartment,360174,3,173m2
house,175006,5,144m2
house,148524,3,209m2
appartment,291678,5,179m2
appartment,380255,3,155m2
appartment,910166,3,209m2
house,356772,5,250m2
appartment,366418,5,185m2
house,786690,3,161m2
appartment,875568,2,180m2
appartment,299115,3,194m2
appartment,519283,5,232m2
appartment,452980,5,174m2
appartment,588942,2,249m2
appartment,774225,3,162m2
appartment,241299,4,220m2
appartment,695661,3,199m2
appartment,785767,5,191m2
appartment,600165,4,189m2
appartment,498020,2,169m2
house,525351,3,229m2
appartment,87229,5,202m2
house,969460,3,197m2
appartment,33570,4,197m2
appartment,8495,4,197m2
appartment,828955,5,214m2
appartment,397431,5,223m2
house,546941,2,205m2
house,938237,2,194m2
appartment,890648,5,213m2
appartment,627960,2,152m2
appartment,241291,4,181m2
appartment,524640,2,222m2
appartment,146297,2,167m2
appartment,414283,4,215m2
appartment,605229,2,212m2
appartment,893616,2,154m2
house,946476,5,143m2
appartment,471199,3,240m2
appartment,60618,5,202m2
appartment,722753,5,196m2
appartment,691037,4,181m2
appartment,320728,5,222m2
appartment,212508,5,173m2
appartment,53334,3,227m2
appartment,501406,2,242m2
appartment,152781,3,190m2
appartment,638017,3,154m2
appartment,374549,4,165m2
house,730009,3,150m2
appartment,360332,5,192m2
house,79253,4,147m2
appartment,657265,5,149m2
house,800311,4,173m2
appartment,855915,3,157m2
appartment,91240,3,225m2
appartment,949608,5,161m2
appartment,121880,5,177m2
appartment,17883,2,138m2
appartment,680973,2,181m2
appartment,57691,4,220m2
appartment,807529,2,175m2
house,808367,3,199m2
appartment,962183,3,235m2
appartment,366048,5,209m2
house,182709,2,166m2
house,800912,3,147m2
appartment,634703,2,177m2
appartment,716849,2,150m2
house,957221,3,194m2
appartment,301486,2,244m2
appartment,765377,5,143m2
appartment,752111,3,133m2
appartment,625029,2,245m2
house,19496,5,246m2
appartment,906289,4,188m2
appartment,989414,4,187m2
house,142065,4,199m2
house,28711,4,218m2
appartment,205520,4,230m2
appartment,152432,3,161m2
appartment,568268,5,241m2
appartment,693498,4,218m2
house,160718,5,187m2
appartment,579480,5,133m2
appartment,699825,5,250m2
appartment,195245,5,213m2
appartment,136632,4,219m2
house,767144,3,148m2
appartment,43579,4,194m2
appartment,553254,2,170m2
house,103466,4,233m2
appartment,127120,5,154m2
house,594798,3,136m2
house,563457,2,206m2
appartment,486088,4,167m2
appartment,846121,3,249m2
house,642882,4,225m2
appartment,466764,2,200m2
appartment,592774,4,183m2
appartment,492436,4,190m2
appartment,6813,2,135m2
house,648798,4,195m2
appartment,356950,5,161m2
house,410342,4,157m2
house,955114,2,221m2
appartment,410642,5,170m2
appartment,810265,4,210m2
appartment,44539,4,167m2
appartment,76805,5,195m2
appartment,437158,3,220m2
appartment,304060,4,216m2
appartment,995934,2,154m2
appartment,902568,3,233m2
appartment,826893,4,170m2
house,698213,2,166m2
appartment,957307,3,138m2
appartment,288994,3,234m2
house,622366,3,233m2
appartment,379521,5,247m2
appartment,848405,3,233m2
appartment,910301,2,145m2
appartment,680675,5,133m2
house,60992,3,220m2
house,338220,5,137m2
appartment,898781,5,209m2
appartment,380129,2,174m2
appartment,117046,3,181m2
house,393687,5,159m2
appartment,954538,5,167m2
house,314693,2,157m2
appartment,732754,3,197m2
house,245649,2,237m2
appartment,117367,3,175m2
house,202667,3,196m2
appartment,371563,5,174m2
appartment,203180,4,234m2
appartment,730234,3,186m2
appartment,160422,4,187m2
house,447501,3,216m2
appartment,487115,5,150m2
house,736103,4,133m2
appartment,156085,4,202m2
appartment,616574,2,140m2
house,139686,2,133m2
house,811786,3,237m2
house,615649,4,162m2
house,308334,3,169m2
appartment,612464,4,203m2
appartment,863922,5,233m2
appartment,872185,3,147m2
appartment,639472,5,192m2
appartment,422265,5,230m2
appartment,224352,4,239m2
house,453078,4,236m2
appartment,496656,5,207m2
appartment,238182,3,155m2
appartment,374289,4,220m2
appartment,646313,2,135m2
appartment,861781,2,241m2
house,740066,3,249m2
house,881702,4,217m2
appartment,737889,4,171m2
appartment,70067,2,245m2
house,592297,2,136m2
appartment,84868,5,178m2
appartment,9025,2,247m2
appartment,91421,5,245m2
appartment,709070,5,163m2
appartment,601060,5,236m2
appartment,842456,2,167m2
appartment,758485,2,244m2
appartment,872241,3,162m2
appartment,181706,5,204m2
appartment,451341,2,235m2
house,524366,2,138m2
appartment,129749,3,221m2
appartment,59183,4,147m2
appartment,506355,2,197m2
house,342413,2,156m2
appartment,428902,3,146m2
house,227029,3,195m2
house,590073,4,250m2
appartment,501232,5,217m2
appartment,385210,3,225m2
house,370783,3,212m2
house,712457,2,235m2
appartment,810295,5,223m2
appartment,385767,5,136m2
house,291605,4,174m2
house,111888,3,179m2
house,513982,4,134m2
house,256635,5,165m2
appartment,819669,2,168m2
house,906906,3,159m2
appartment,13013,4,190m2
appartment,81240,4,240m2
appartment,578293,5,151m2
appartment,553174,5,196m2
house,254616,2,165m2
appartment,608937,2,223m2
appartment,583783,5,168m2
appartment,674951,4,141m2
house,870784,3,235m2
house,464885,3,136m2
house,459282,3,208m2
house,446367,2,233m2
appartment,601712,4,142m2
appartment,212632,4,242m2
appartment,777368,4,208m2
house,674609,4,177m2
house,426524,4,162m2
appartment,80584,4,222m2
appartment,99498,4,166m2
house,967280,2,178m2
house,239796,5,215m2
appartment,226389,5,192m2
appartment,695837,5,248m2
appartment,695062,4,174m2
appartment,717479,3,198m2
appartment,241739,2,140m2
appartment,972211,5,223m2
appartment,939263,4,217m2
appartment,471825,2,130m2
appartment,284976,4,223m2
appartment,126708,4,219m2
appartment,712118,3,137m2
house,155716,4,229m2
appartment,609265,3,248m2
house,523374,3,213m2
appartment,253160,2,247m2
appartment,827265,2,197m2
house,757323,5,153m2
appartment,626316,4,150m2
house,901191,3,249m2
house,397523,2,243m2
house,499478,4,233m2
appartment,94263,3,135m2
appartment,371101,2,170m2
appartment,512550,4,192m2
appartment,847685,5,219m2
appartment,159527,5,236m2
house,176059,4,143m2
house,383443,2,187m2
house,433848,2,168m2
house,561169,5,211m2
appartment,51430,4,216m2
appartment,219582,3,219m2
appartment,848978,2,175m2
appartment,518157,2,209m2
appartment,881848,2,168m2
appartment,66017,5,200m2
appartment,195141,5,200m2
house,657108,2,168m2
house,990527,2,130m2
house,624522,4,148m2
appartment,252581,4,249m2
house,325950,4,141m2
appartment,998422,4,138m2
appartment,998960,3,250m2
appartment,245521,3,135m2
house,622298,4,134m2
house,584468,5,155m2
appartment,129452,3,248m2
house,1482,3,241m2
appartment,850874,2,243m2
appartment,564617,4,222m2
house,53714,3,195m2
appartment,276589,3,234m2
appartment,662129,5,190m2
appartment,944907,2,228m2
appartment,793662,2,171m2
appartment,49718,3,177m2
appartment,282446,5,211m2
appartment,954627,2,212m2
appartment,943865,5,191m2
appartment,454205,2,139m2
house,220639,5,227m2
appartment,832161,3,239m2
appartment,390830,5,218m2
appartment,699899,4,189m2
house,531337,5,189m2
house,78774,3,193m2
appartment,881215,3,212m2
appartment,199560,2,155m2
appartment,915122,5,155m2
house,880109,2,141m2
appartment,392547,3,211m2
house,983907,4,215m2
appartment,335370,3,228m2
appartment,504592,2,185m2
house,693474,2,227m2
appartment,592382,5,187m2
house,129187,5,227m2
appartment,812976,3,202m2
appartment,516937,5,221m2
appartment,172882,3,190m2
house,843167,3,217m2
appartment,398987,4,200m2
appartment,41869,4,246m2
appartment,579998,4,212m2
house,957548,3,183m2
appartment,101270,4,242m2
house,677253,2,224m2
house,56277,2,219m2
appartment,492069,4,229m2
appartment,730120,3,243m2
appartment,337523,4,225m2
appartment,490824,5,223m2
house,173258,4,156m2
appartment,676163,2,148m2
house,977674,4,224m2
appartment,749795,3,240m2
house,221371,2,232m2
appartment,346971,4,154m2
appartment,129144,4,192m2
appartment,991507,5,247m2
appartment,671319,2,211m2
appartment,626643,4,236m2
appartment,379959,2,181m2
appartment,698774,4,169m2
appartment,934425,2,215m2
appartment,687127,3,154m2
appartment,663183,3,239m2
appartment,196265,3,153m2
appartment,728349,3,215m2
appartment,284392,3,228m2
house,470056,3,169m2
house,132161,4,215m2
house,875111,4,202m2
appartment,560167,2,185m2
appartment,145041,2,164m2
appartment,100942,4,131m2
house,160237,4,196m2
appartment,301551,5,171m2
appartment,782701,2,178m2
house,304972,4,164m2
appartment,382773,4,146m2
house,4872,3,175m2
house,779135,3,234m2
appartment,187452,3,231m2
house,825871,5,218m2
appartment,684297,5,146m2
appartment,423075,4,167m2
appartment,713576,3,213m2
appartment,863127,4,175m2
appartment,904647,4,227m2
house,190524,2,172m2
appartment,192535,2,230m2
house,401598,4,204m2
appartment,580058,3,214m2
appartment,413766,5,211m2
appartment,560550,5,187m2
house,878523,2,202m2
appartment,296333,3,200m2
house,851757,2,230m2
appartment,631982,3,209m2
appartment,534905,5,233m2
appartment,255375,5,149m2
house,226163,3,195m2
appartment,810719,2,182m2
appartment,532129,5,173m2
house,491694,4,150m2
appartment,295565,4,203m2
house,538735,5,220m2
appartment,67011,4,192m2
house,457918,5,140m2
house,32080,4,135m2
appartment,694905,2,187m2
appartment,810410,5,201m2
appartment,356130,4,175m2
appartment,650525,5,132m2
house,968150,5,202m2
appartment,156040,4,132m2
appartment,325284,2,171m2
appartment,338724,3,178m2
house,789531,5,190m2
house,360949,4,220m2
appartment,870185,3,145m2
house,987983,4,195m2
appartment,726035,3,234m2
house,704293,5,234m2
house,194897,4,225m2
house,167546,4,144m2
appartment,12394,2,217m2
house,578797,5,218m2
house,500365,5,188m2
appartment,946548,2,245m2
house,90566,3,167m2
house,4591,3,207m2
appartment,476531,5,138m2
appartment,692424,3,216m2
house,251385,4,132m2
house,139366,2,136m2
appartment,281534,3,147m2
appartment,506018,3,190m2
appartment,162879,2,142m2
appartment,45954,4,242m2
house,650281,3,204m2
house,735335,5,173m2
appartment,168461,5,173m2
appartment,115212,3,163m2
house,352954,2,241m2
appartment,151817,3,213m2
appartment,703513,2,203m2
house,362361,5,192m2
appartment,334034,4,199m2
house,795465,3,131m2
house,900376,2,208m2
appartment,937101,5,144m2
appartment,483264,2,188m2
house,862793,4,244m2
appartment,312250,5,232m2
appartment,16522,4,146m2
appartment,966889,3,156m2
appartment,370547,5,138m2
house,550922,3,180m2
house,917949,4,201m2
house,818422,2,181m2
appartment,829314,4,149m2
house,864101,4,232m2
appartment,53038,5,248m2
appartment,845079,5,173m2
appartment,385067,5,154m2
appartment,897571,5,172m2
appartment,852254,4,213m2
appartment,914564,2,188m2
house,480087,5,241m2
appartment,318025,3,142m2
house,325377,2,140m2
appartment,429930,4,137m2
appartment,442561,2,206m2
appartment,687,5,203m2
appartment,897404,3,156m2
appartment,820661,4,211m2
appartment,874863,4,162m2
appartment,996857,2,217m2
appartment,23355,5,138m2
appartment,178685,2,194m2
appartment,980856,3,187m2
house,797272,2,166m2
appartment,336478,5,212m2
appartment,478905,4,131m2
appartment,50418,5,210m2
appartment,395860,2,199m2
appartment,421680,4,228m2
house,543899,5,149m2
appartment,712224,2,149m2
appartment,820209,5,164m2
house,446339,3,163m2
house,231193,3,181m2
appartment,72991,4,130m2
house,494848,5,245m2
appartment,441363,5,149m2
appartment,403060,4,148m2
house,570110,4,187m2
house,984328,4,248m2
appartment,812592,4,219m2
appartment,565490,5,140m2
house,497276,4,207m2
appartment,398255,5,247m2
house,820010,5,250m2
house,136138,4,248m2
house,536010,2,134m2
appartment,415511,2,236m2
house,388755,3,133m2
appartment,497559,2,154m2
house,673294,5,207m2
appartment,890397,4,205m2
appartment,667068,3,221m2
house,541912,4,190m2
appartment,658908,2,223m2
house,682971,2,242m2
house,587792,3,231m2
appartment,26985,4,208m2
house,271747,5,172m2
appartment,928669,5,197m2
house,484856,3,181m2
appartment,724476,5,193m2
appartment,696970,2,247m2
house,236447,2,163m2
house,687262,3,157m2
house,260154,2,197m2
appartment,486321,2,219m2
appartment,891654,5,242m2
appartment,380437,4,219m2
appartment,953718,2,193m2
appartment,369227,2,177m2
appartment,288933,4,148m2
house,145138,2,189m2
appartment,126663,4,229m2
appartment,26374,5,224m2
appartment,197359,5,165m2
house,127264,5,174m2
appartment,574423,5,209m2
appartment,84861,5,247m2
appartment,339958,4,225m2
house,910160,2,242m2
